Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00  500003/1000010     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
                0.00    0.00  500005/1000010     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [88]
[43]     0.0    0.00    0.00 1000010         std::allocator<int>::~allocator() [43]
                0.00    0.00 1000010/1000010     __gnu_cxx::new_allocator<int>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00       2/1000010     void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [251]
                0.00    0.00  500003/1000010     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
                0.00    0.00  500005/1000010     std::vector<int, std::allocator<int> >::~vector() [93]
[44]     0.0    0.00    0.00 1000010         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [44]
-----------------------------------------------
                0.00    0.00 1000008/1000008     std::allocator<int>::allocator(std::allocator<int> const&) [46]
[45]     0.0    0.00    0.00 1000008         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [45]
-----------------------------------------------
                0.00    0.00  500003/1000008     std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [105]
                0.00    0.00  500005/1000008     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
[46]     0.0    0.00    0.00 1000008         std::allocator<int>::allocator(std::allocator<int> const&) [46]
                0.00    0.00 1000008/1000008     __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [45]
-----------------------------------------------
                0.00    0.00  500003/1000006     std::vector<int, std::allocator<int> >::begin() const [102]
                0.00    0.00  500003/1000006     std::vector<int, std::allocator<int> >::end() const [100]
[47]     0.0    0.00    0.00 1000006         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [47]
-----------------------------------------------
                0.00    0.00 1000006/1000006     std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [50]
[48]     0.0    0.00    0.00 1000006         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [48]
-----------------------------------------------
                0.00    0.00 1000006/1000006     std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
[49]     0.0    0.00    0.00 1000006         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [49]
-----------------------------------------------
                0.00    0.00 1000006/1000006     std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [52]
[50]     0.0    0.00    0.00 1000006         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [50]
                0.00    0.00 1000006/1000006     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [48]
-----------------------------------------------
                0.00    0.00 1000006/1000006     int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [111]
[51]     0.0    0.00    0.00 1000006         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
                0.00    0.00 1000006/1000006     std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [49]
-----------------------------------------------
                0.00    0.00 1000006/1000006     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
[52]     0.0    0.00    0.00 1000006         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [52]
                0.00    0.00 1000006/1000006     std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [50]
-----------------------------------------------
                0.00    0.00  100000/1000000     grep_helper<char, int, equal_to<char>&, Iterability::not_iterable>::operator()() [178]
                0.00    0.00  900000/1000000     grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::operator()() [56]
[53]     0.0    0.00    0.00 1000000         void insert_in_list_if<false>::insert_if<std::__cxx11::list<char*, std::allocator<char*> >, int>(std::__cxx11::list<char*, std::allocator<char*> >, int, bool) [53]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, std::vector<int, std::allocator<int> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [133]
[54]     0.0    0.00    0.00  900000         std::__cxx11::list<char*, std::allocator<char*> > grep<char, int&, equal_to<char>&>(int&, equal_to<char>&) [54]
                0.00    0.00  900000/900000      grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::grep_helper(int&, equal_to<char>&) [55]
                0.00    0.00  900000/900000      grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::operator()() [56]
-----------------------------------------------
                0.00    0.00  900000/900000      std::__cxx11::list<char*, std::allocator<char*> > grep<char, int&, equal_to<char>&>(int&, equal_to<char>&) [54]
[55]     0.0    0.00    0.00  900000         grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::grep_helper(int&, equal_to<char>&) [55]
                0.00    0.00  900000/900000      grep_helper_base<char, int&, equal_to<char>&>::grep_helper_base(int&, equal_to<char>&) [59]
-----------------------------------------------
                0.00    0.00  900000/900000      std::__cxx11::list<char*, std::allocator<char*> > grep<char, int&, equal_to<char>&>(int&, equal_to<char>&) [54]
[56]     0.0    0.00    0.00  900000         grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::operator()() [56]
                0.00    0.00  900000/2300000     std::__cxx11::list<char*, std::allocator<char*> >::list() [25]
                0.00    0.00  900000/900000      grep_helper_base<char, int&, equal_to<char>&>::predicate_on_s() [57]
                0.00    0.00  900000/900000      grep_helper_base<char, int&, equal_to<char>&>::s() [58]
                0.00    0.00  900000/1500000     std::__cxx11::list<char*, std::allocator<char*> >::list(std::__cxx11::list<char*, std::allocator<char*> > const&) [39]
                0.00    0.00  900000/1000000     void insert_in_list_if<false>::insert_if<std::__cxx11::list<char*, std::allocator<char*> >, int>(std::__cxx11::list<char*, std::allocator<char*> >, int, bool) [53]
                0.00    0.00  900000/3800000     std::__cxx11::list<char*, std::allocator<char*> >::~list() [17]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::operator()() [56]
[57]     0.0    0.00    0.00  900000         grep_helper_base<char, int&, equal_to<char>&>::predicate_on_s() [57]
                0.00    0.00  900000/900000      bool apply_predicate_or_false<false>::predict<equal_to<char>&, int&>(equal_to<char>&, int&) [61]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::operator()() [56]
[58]     0.0    0.00    0.00  900000         grep_helper_base<char, int&, equal_to<char>&>::s() [58]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, int&, equal_to<char>&, Iterability::not_iterable>::grep_helper(int&, equal_to<char>&) [55]
[59]     0.0    0.00    0.00  900000         grep_helper_base<char, int&, equal_to<char>&>::grep_helper_base(int&, equal_to<char>&) [59]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, std::vector<int, std::allocator<int> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [133]
[60]     0.0    0.00    0.00  900000         grep_helper_base<char, std::vector<int, std::allocator<int> >, equal_to<char>&>::f() [60]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper_base<char, int&, equal_to<char>&>::predicate_on_s() [57]
[61]     0.0    0.00    0.00  900000         bool apply_predicate_or_false<false>::predict<equal_to<char>&, int&>(equal_to<char>&, int&) [61]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, std::vector<int, std::allocator<int> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [133]
[62]     0.0    0.00    0.00  900000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [62]
-----------------------------------------------
                0.00    0.00  900000/900000      grep_helper<char, std::vector<int, std::allocator<int> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [133]
[63]     0.0    0.00    0.00  900000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [63]
-----------------------------------------------
                0.00    0.00  100000/800000      grep_helper<char, char, equal_to<char>&, Iterability::not_iterable>::operator()() [176]
                0.00    0.00  700000/800000      grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::operator()() [70]
[64]     0.0    0.00    0.00  800000         void insert_in_list_if<true>::insert_if<std::__cxx11::list<char*, std::allocator<char*> >, char>(std::__cxx11::list<char*, std::allocator<char*> >&, char&, bool) [64]
                0.00    0.00  200000/2800000     std::__cxx11::list<char*, std::allocator<char*> >::end() [19]
                0.00    0.00  200000/2400000     std::_List_const_iterator<char*>::_List_const_iterator(std::_List_iterator<char*> const&) [20]
                0.00    0.00  200000/200000      std::__cxx11::list<char*, std::allocator<char*> >::insert(std::_List_const_iterator<char*>, char*&&) [154]
-----------------------------------------------
                0.00    0.00  100000/800000      bool apply_predicate_or_false<true>::predict<equal_to<char>&, char>(equal_to<char>&, char) [208]
                0.00    0.00  700000/800000      bool apply_predicate_or_false<true>::predict<equal_to<char>&, char&>(equal_to<char>&, char&) [75]
[65]     0.0    0.00    0.00  800000         equal_to<char>::operator()(char) [65]
-----------------------------------------------
                0.00    0.00  800000/800000      grep_helper<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [170]
[66]     0.0    0.00    0.00  800000         bool __gnu_cxx::operator!=<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [66]
                0.00    0.00 1600000/1600000     __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [29]
-----------------------------------------------
                0.00    0.00  200000/800000      std::_List_iterator<char*> std::__cxx11::list<char*, std::allocator<char*> >::emplace<char*>(std::_List_const_iterator<char*>, char*&&) [155]
                0.00    0.00  200000/800000      std::_List_node<char*>* std::__cxx11::list<char*, std::allocator<char*> >::_M_create_node<char*>(char*&&) [153]
                0.00    0.00  200000/800000      _ZN9__gnu_cxx13new_allocatorISt10_List_nodeIPcEE9constructIS3_IS2_EEEvPT_DpOT0_ [146]
                0.00    0.00  200000/800000      std::_List_node<char*>::_List_node<char*>(char*&&) [148]
[67]     0.0    0.00    0.00  800000         char*&& std::forward<char*>(std::remove_reference<char*>::type&) [67]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [170]
[68]     0.0    0.00    0.00  700000         std::__cxx11::list<char*, std::allocator<char*> > grep<char, char&, equal_to<char>&>(char&, equal_to<char>&) [68]
                0.00    0.00  700000/700000      grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::grep_helper(char&, equal_to<char>&) [69]
                0.00    0.00  700000/700000      grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::operator()() [70]
-----------------------------------------------
                0.00    0.00  700000/700000      std::__cxx11::list<char*, std::allocator<char*> > grep<char, char&, equal_to<char>&>(char&, equal_to<char>&) [68]
[69]     0.0    0.00    0.00  700000         grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::grep_helper(char&, equal_to<char>&) [69]
                0.00    0.00  700000/700000      grep_helper_base<char, char&, equal_to<char>&>::grep_helper_base(char&, equal_to<char>&) [74]
-----------------------------------------------
                0.00    0.00  700000/700000      std::__cxx11::list<char*, std::allocator<char*> > grep<char, char&, equal_to<char>&>(char&, equal_to<char>&) [68]
[70]     0.0    0.00    0.00  700000         grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::operator()() [70]
                0.00    0.00  700000/700000      grep_helper_base<char, char&, equal_to<char>&>::predicate_on_s() [72]
                0.00    0.00  700000/2300000     std::__cxx11::list<char*, std::allocator<char*> >::list() [25]
                0.00    0.00  700000/700000      grep_helper_base<char, char&, equal_to<char>&>::s() [73]
                0.00    0.00  700000/800000      void insert_in_list_if<true>::insert_if<std::__cxx11::list<char*, std::allocator<char*> >, char>(std::__cxx11::list<char*, std::allocator<char*> >&, char&, bool) [64]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [170]
[71]     0.0    0.00    0.00  700000         grep_helper_base<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, equal_to<char>&>::f() [71]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::operator()() [70]
[72]     0.0    0.00    0.00  700000         grep_helper_base<char, char&, equal_to<char>&>::predicate_on_s() [72]
                0.00    0.00  700000/700000      bool apply_predicate_or_false<true>::predict<equal_to<char>&, char&>(equal_to<char>&, char&) [75]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::operator()() [70]
[73]     0.0    0.00    0.00  700000         grep_helper_base<char, char&, equal_to<char>&>::s() [73]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, char&, equal_to<char>&, Iterability::not_iterable>::grep_helper(char&, equal_to<char>&) [69]
[74]     0.0    0.00    0.00  700000         grep_helper_base<char, char&, equal_to<char>&>::grep_helper_base(char&, equal_to<char>&) [74]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper_base<char, char&, equal_to<char>&>::predicate_on_s() [72]
[75]     0.0    0.00    0.00  700000         bool apply_predicate_or_false<true>::predict<equal_to<char>&, char&>(equal_to<char>&, char&) [75]
                0.00    0.00  700000/800000      equal_to<char>::operator()(char) [65]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [170]
[76]     0.0    0.00    0.00  700000         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [76]
-----------------------------------------------
                0.00    0.00  700000/700000      grep_helper<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, equal_to<char>&, Iterability::runtime_iterable>::operator()() [170]
[77]     0.0    0.00    0.00  700000         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [77]
-----------------------------------------------
                0.00    0.00  200000/600000      std::_List_iterator<char*> std::__cxx11::list<char*, std::allocator<char*> >::emplace<char*>(std::_List_const_iterator<char*>, char*&&) [155]
                0.00    0.00  400000/600000      std::__cxx11::list<char*, std::allocator<char*> >::splice(std::_List_const_iterator<char*>, std::__cxx11::list<char*, std::allocator<char*> >&&) [28]
[78]     0.0    0.00    0.00  600000         std::_List_const_iterator<char*>::_M_const_cast() const [78]
                0.00    0.00  600000/4000000     std::_List_iterator<char*>::_List_iterator(std::__detail::_List_node_base*) [9]
-----------------------------------------------
                0.00    0.00  200000/600000      std::_List_iterator<char*> std::__cxx11::list<char*, std::allocator<char*> >::emplace<char*>(std::_List_const_iterator<char*>, char*&&) [155]
                0.00    0.00  400000/600000      std::__cxx11::list<char*, std::allocator<char*> >::splice(std::_List_const_iterator<char*>, std::__cxx11::list<char*, std::allocator<char*> >&&) [28]
[79]     0.0    0.00    0.00  600000         std::__cxx11::_List_base<char*, std::allocator<char*> >::_M_inc_size(unsigned long) [79]
-----------------------------------------------
                0.00    0.00  500005/500005      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [91]
[80]     0.0    0.00    0.00  500005         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [80]
-----------------------------------------------
                0.00    0.00  500005/500005      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [92]
[81]     0.0    0.00    0.00  500005         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [81]
                0.00    0.00  500005/500005      __gnu_cxx::new_allocator<int>::max_size() const [82]
-----------------------------------------------
                0.00    0.00  500005/500005      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [81]
[82]     0.0    0.00    0.00  500005         __gnu_cxx::new_allocator<int>::max_size() const [82]
-----------------------------------------------
                0.00    0.00  500005/500005      std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [94]
[83]     0.0    0.00    0.00  500005         std::_Iter_base<int*, false>::_S_base(int*) [83]
-----------------------------------------------
                0.00    0.00  500005/500005      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [95]
[84]     0.0    0.00    0.00  500005         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [84]
-----------------------------------------------
                0.00    0.00  500005/500005      void std::_Destroy<int*>(int*, int*) [96]
[85]     0.0    0.00    0.00  500005         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [85]
-----------------------------------------------
                0.00    0.00       2/500005      void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [251]
                0.00    0.00  500003/500005      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [103]
[86]     0.0    0.00    0.00  500005         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [86]
                0.00    0.00  500005/500005      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [92]
-----------------------------------------------
                0.00    0.00       2/500005      std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [249]
                0.00    0.00  500003/500005      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [104]
[87]     0.0    0.00    0.00  500005         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
                0.00    0.00  500005/1000008     std::allocator<int>::allocator(std::allocator<int> const&) [46]
-----------------------------------------------
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [90]
[88]     0.0    0.00    0.00  500005         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [88]
                0.00    0.00  500005/1000010     std::allocator<int>::~allocator() [43]
-----------------------------------------------
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [90]
[89]     0.0    0.00    0.00  500005         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [89]
                0.00    0.00  500005/500005      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [91]
-----------------------------------------------
                0.00    0.00  500005/500005      std::vector<int, std::allocator<int> >::~vector() [93]
[90]     0.0    0.00    0.00  500005         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [90]
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [89]
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [88]
-----------------------------------------------
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [89]
[91]     0.0    0.00    0.00  500005         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [91]
                0.00    0.00  500005/500005      __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [80]
-----------------------------------------------
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [86]
[92]     0.0    0.00    0.00  500005         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [92]
                0.00    0.00  500005/500005      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [81]
-----------------------------------------------
                0.00    0.00       2/500005      main [6]
                0.00    0.00  100001/500005      std::_Head_base<0ul, std::vector<int, std::allocator<int> >, false>::~_Head_base() [158]
                0.00    0.00  200000/500005      grep_helper_base<char, std::vector<int, std::allocator<int> >, equal_to<char>&>::predicate_on_s() [137]
                0.00    0.00  200002/500005      std::_Head_base<2ul, std::vector<int, std::allocator<int> >, false>::~_Head_base() [120]
[93]     0.0    0.00    0.00  500005         std::vector<int, std::allocator<int> >::~vector() [93]
                0.00    0.00  500005/1000010     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [44]
                0.00    0.00  500005/500005      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [97]
                0.00    0.00  500005/500005      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [90]
-----------------------------------------------
                0.00    0.00       2/500005      int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [254]
                0.00    0.00  500003/500005      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
[94]     0.0    0.00    0.00  500005         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [94]
                0.00    0.00  500005/500005      std::_Iter_base<int*, false>::_S_base(int*) [83]
-----------------------------------------------
                0.00    0.00       2/500005      int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [254]
                0.00    0.00  500003/500005      int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
[95]     0.0    0.00    0.00  500005         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [95]
                0.00    0.00  500005/500005      int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [84]
-----------------------------------------------
                0.00    0.00  500005/500005      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [97]
[96]     0.0    0.00    0.00  500005         void std::_Destroy<int*>(int*, int*) [96]
                0.00    0.00  500005/500005      void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [85]
-----------------------------------------------
                0.00    0.00  500005/500005      std::vector<int, std::allocator<int> >::~vector() [93]
[97]     0.0    0.00    0.00  500005         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [97]
                0.00    0.00  500005/500005      void std::_Destroy<int*>(int*, int*) [96]
-----------------------------------------------
                0.00    0.00  500003/500003      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
[98]     0.0    0.00    0.00  500003         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [98]
                0.00    0.00  500003/500003      std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [105]
-----------------------------------------------
                0.00    0.00  500003/500003      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
[99]     0.0    0.00    0.00  500003         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [99]
-----------------------------------------------
                0.00    0.00  500003/500003      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
[100]    0.0    0.00    0.00  500003         std::vector<int, std::allocator<int> >::end() const [100]
                0.00    0.00  500003/1000006     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [47]
-----------------------------------------------
                0.00    0.00  500003/500003      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
[101]    0.0    0.00    0.00  500003         std::vector<int, std::allocator<int> >::size() const [101]
-----------------------------------------------
                0.00    0.00  500003/500003      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
[102]    0.0    0.00    0.00  500003         std::vector<int, std::allocator<int> >::begin() const [102]
                0.00    0.00  500003/1000006     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [47]
-----------------------------------------------
                0.00    0.00  500003/500003      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [104]
[103]    0.0    0.00    0.00  500003         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [103]
                0.00    0.00  500003/500005      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [86]
-----------------------------------------------
                0.00    0.00  500003/500003      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [107]
[104]    0.0    0.00    0.00  500003         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [104]
                0.00    0.00  500003/500005      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
                0.00    0.00  500003/500003      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [103]
-----------------------------------------------
                0.00    0.00  500003/500003      __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [98]
[105]    0.0    0.00    0.00  500003         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [105]
                0.00    0.00  500003/1000008     std::allocator<int>::allocator(std::allocator<int> const&) [46]
-----------------------------------------------
                0.00    0.00  500003/500003      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [109]
